FunctionalGroup1,FunctionalGroup2,Chainlength1,Chainlength2,Temperature,Compositioncomponent1,Excessenthalpy
Alkane,Alkane,2,3,255.4,0,0
Alkane,Alkane,2,3,255.4,0.5,-10.9
Alkane,Alkane,2,3,255.4,1,0
Alkane,Alkane,1,2,262.4,0,0
Alkane,Alkane,1,2,262.4,0.177,2.65
Alkane,Alkane,1,2,262.4,0.268,3.69
Alkane,Alkane,1,2,262.4,0.293,4.09
Alkane,Alkane,1,2,262.4,0.367,4.47
Alkane,Alkane,1,2,262.4,0.398,4.37
Alkane,Alkane,1,2,262.4,0.448,4.62
Alkane,Alkane,1,2,262.4,0.5,4.88
Alkane,Alkane,1,2,262.4,0.563,5.41
Alkane,Alkane,1,2,262.4,0.663,4.83
Alkane,Alkane,1,2,262.4,0.747,4.03
Alkane,Alkane,1,2,262.4,0.851,2.41
Alkane,Alkane,1,2,262.4,1,0
Alkane,Alkane,1,3,263.6,0,0
Alkane,Alkane,1,3,263.6,0.203,12.4
Alkane,Alkane,1,3,263.6,0.361,18.5
Alkane,Alkane,1,3,263.6,0.419,19.5
Alkane,Alkane,1,3,263.6,0.486,20.4
Alkane,Alkane,1,3,263.6,0.5,20.1
Alkane,Alkane,1,3,263.6,0.537,20.6
Alkane,Alkane,1,3,263.6,0.591,20.3
Alkane,Alkane,1,3,263.6,0.642,18.9
Alkane,Alkane,1,3,263.6,0.703,16.5
Alkane,Alkane,1,3,263.6,0.797,12.0
Alkane,Alkane,1,3,263.6,1,0
Alkane,Alkane,1,3,273.2,0,0
Alkane,Alkane,1,3,273.2,0.192,10.9
Alkane,Alkane,1,3,273.2,0.299,15.3
Alkane,Alkane,1,3,273.2,0.425,18.3
Alkane,Alkane,1,3,273.2,0.496,18.7
Alkane,Alkane,1,3,273.2,0.5,18.1
Alkane,Alkane,1,3,273.2,0.606,17.7
Alkane,Alkane,1,3,273.2,0.651,16.9
Alkane,Alkane,1,3,273.2,0.717,15.3
Alkane,Alkane,1,3,273.2,0.787,11.1
Alkane,Alkane,1,3,273.2,0.803,10.9
Alkane,Alkane,1,3,273.2,0.883,7.2
Alkane,Alkane,1,3,273.2,1,0
Alkane,Alkane,1,4,289,0,0
Alkane,Alkane,1,4,289,0.232,29.7
Alkane,Alkane,1,4,289,0.271,33.4
Alkane,Alkane,1,4,289,0.405,40.6
Alkane,Alkane,1,4,289,0.479,41.8
Alkane,Alkane,1,4,289,0.5,42.9
Alkane,Alkane,1,4,289,0.504,43.6
Alkane,Alkane,1,4,289,0.524,40.5
Alkane,Alkane,1,4,289,0.563,42.4
Alkane,Alkane,1,4,289,0.622,39.7
Alkane,Alkane,1,4,289,0.626,40
Alkane,Alkane,1,4,289,0.725,34.6
Alkane,Alkane,1,4,289,1,0
Alkane,Alkane,6,7,298.15,1.00,0.00
Alkane,Alkane,6,7,298.15,0.95,0.04
Alkane,Alkane,6,7,298.15,0.90,0.10
Alkane,Alkane,6,7,298.15,0.85,0.15
Alkane,Alkane,6,7,298.15,0.80,0.20
Alkane,Alkane,6,7,298.15,0.75,0.28
Alkane,Alkane,6,7,298.15,0.70,0.33
Alkane,Alkane,6,7,298.15,0.70,0.35
Alkane,Alkane,6,7,298.15,0.65,0.39
Alkane,Alkane,6,7,298.15,0.60,0.41
Alkane,Alkane,6,7,298.15,0.60,0.42
Alkane,Alkane,6,7,298.15,0.55,0.44
Alkane,Alkane,6,7,298.15,0.50,0.46
Alkane,Alkane,6,7,298.15,0.50,0.46
Alkane,Alkane,6,7,298.15,0.45,0.47
Alkane,Alkane,6,7,298.15,0.40,0.46
Alkane,Alkane,6,7,298.15,0.35,0.47
Alkane,Alkane,6,7,298.15,0.30,0.44
Alkane,Alkane,6,7,298.15,0.25,0.43
Alkane,Alkane,6,7,298.15,0.20,0.40
Alkane,Alkane,6,7,298.15,0.15,0.35
Alkane,Alkane,6,7,298.15,0.10,0.29
Alkane,Alkane,6,7,298.15,0.05,0.21
Alkane,Alkane,6,7,298.15,0.00,0.00
Alkane,Alkane,7,12,298.15,0,0
Alkane,Alkane,6,8,298.15,0,0
Alkane,Alkane,6,8,298.15,0.0997,0.42
Alkane,Alkane,6,8,298.15,0.1988,0.88
Alkane,Alkane,6,8,298.15,0.3000,1.30
Alkane,Alkane,6,8,298.15,0.4005,1.63
Alkane,Alkane,6,8,298.15,0.4999,1.81
Alkane,Alkane,6,8,298.15,0.6001,1.92
Alkane,Alkane,6,8,298.15,0.7008,1.76
Alkane,Alkane,6,8,298.15,0.7994,1.39
Alkane,Alkane,6,8,298.15,0.8996,0.85
Alkane,Alkane,6,10,298.15,1,0
Alkane,Alkane,6,10,298.15,0,0
Alkane,Alkane,6,10,298.15,0.0999,4.26
Alkane,Alkane,6,10,298.15,0.1502,6.31
Alkane,Alkane,6,10,298.15,0.2002,8.13
Alkane,Alkane,6,10,298.15,0.2498,9.86
Alkane,Alkane,6,10,298.15,0.2998,11.38
Alkane,Alkane,6,10,298.15,0.3501,12.65
Alkane,Alkane,6,10,298.15,0.4004,13.57
Alkane,Alkane,6,10,298.15,0.4491,14.21
Alkane,Alkane,6,10,298.15,0.5,14.61
Alkane,Alkane,6,10,298.15,0.5495,14.77
Alkane,Alkane,6,10,298.15,0.5991,14.44
Alkane,Alkane,6,10,298.15,0.65,13.95
Alkane,Alkane,6,10,298.15,0.6996,12.95
Alkane,Alkane,6,10,298.15,0.7501,11.76
Alkane,Alkane,6,10,298.15,0.8,10.07
Alkane,Alkane,6,10,298.15,0.8497,8.09
Alkane,Alkane,6,10,298.15,0.8998,5.67
Alkane,Alkane,6,10,298.15,0.9502,2.96
Alkane,Alkane,6,10,298.15,1,0
Alkane,Alkane,7,12,298.15,0.0500,5.55
Alkane,Alkane,7,12,298.15,0.1001,10.55
Alkane,Alkane,7,12,298.15,0.1497,14.99
Alkane,Alkane,7,12,298.15,0.2001,18.83
Alkane,Alkane,7,12,298.15,0.2498,22.35
Alkane,Alkane,7,12,298.15,0.2998,25.02
Alkane,Alkane,7,12,298.15,0.3502,27.21
Alkane,Alkane,7,12,298.15,0.3995,28.83
Alkane,Alkane,7,12,298.15,0.4501,29.90
Alkane,Alkane,7,12,298.15,0.4992,30.33
Alkane,Alkane,7,12,298.15,0.5496,30.07
Alkane,Alkane,7,12,298.15,0.5999,29.28
Alkane,Alkane,7,12,298.15,0.6443,27.89
Alkane,Alkane,7,12,298.15,0.6999,25.53
Alkane,Alkane,7,12,298.15,0.7498,22.73
Alkane,Alkane,7,12,298.15,0.7998,19.62
Alkane,Alkane,7,12,298.15,0.8499,15.53
Alkane,Alkane,7,12,298.15,0.8999,10.76
Alkane,Alkane,7,12,298.15,0.9499,5.43
Alkane,Alkane,7,12,298.15,1,0
Alkane,Alkane,8,12,298.15,0,0
Alkane,Alkane,8,12,298.15,0.0501,3.86
Alkane,Alkane,8,12,298.15,0.0997,7.14
Alkane,Alkane,8,12,298.15,0.1499,10.23
Alkane,Alkane,8,12,298.15,0.1998,12.83
Alkane,Alkane,8,12,298.15,0.2495,15.06
Alkane,Alkane,8,12,298.15,0.2996,16.96
Alkane,Alkane,8,12,298.15,0.3504,18.62
Alkane,Alkane,8,12,298.15,0.4005,19.47
Alkane,Alkane,8,12,298.15,0.4494,20.1
Alkane,Alkane,8,12,298.15,0.5014,20.16
Alkane,Alkane,8,12,298.15,0.5503,19.97
Alkane,Alkane,8,12,298.15,0.6001,19.42
Alkane,Alkane,8,12,298.15,0.6506,18.15
Alkane,Alkane,8,12,298.15,0.7101,16.88
Alkane,Alkane,8,12,298.15,0.7498,15.13
Alkane,Alkane,8,12,298.15,0.8001,12.75
Alkane,Alkane,8,12,298.15,0.8499,9.96
Alkane,Alkane,8,12,298.15,0.8999,7.11
Alkane,Alkane,8,12,298.15,0.9498,3.49
Alkane,Alkane,8,12,298.15,1,0
Alkane,Alkane,10,12,298.15,0,0
Alkane,Alkane,10,12,298.15,0.0501,1.1
Alkane,Alkane,10,12,298.15,0.0999,1.95
Alkane,Alkane,10,12,298.15,0.15,2.63
Alkane,Alkane,10,12,298.15,0.1999,3.22
Alkane,Alkane,10,12,298.15,0.25,3.82
Alkane,Alkane,10,12,298.15,0.3003,4.35
Alkane,Alkane,10,12,298.15,0.3496,4.77
Alkane,Alkane,10,12,298.15,0.4,5.05
Alkane,Alkane,10,12,298.15,0.4638,5.17
Alkane,Alkane,10,12,298.15,0.5002,5.16
Alkane,Alkane,10,12,298.15,0.5497,5.06
Alkane,Alkane,10,12,298.15,0.5992,4.95
Alkane,Alkane,10,12,298.15,0.6497,4.6
Alkane,Alkane,10,12,298.15,0.6995,4.2
Alkane,Alkane,10,12,298.15,0.7498,3.82
Alkane,Alkane,10,12,298.15,0.8,3.3
Alkane,Alkane,10,12,298.15,0.8496,2.59
Alkane,Alkane,10,12,298.15,0.8996,1.81
Alkane,Alkane,10,12,298.15,0.9499,0.94
Alkane,Alkane,2,3,298.15,0.9855,-0.4
Alkane,Alkane,2,3,298.15,0.9417,-14
Alkane,Alkane,2,3,298.15,0.9122,-23
Alkane,Alkane,2,3,298.15,0.8674,-35
Alkane,Alkane,2,3,298.15,0.822,-43
Alkane,Alkane,2,3,298.15,0.7913,-49
Alkane,Alkane,2,3,298.15,0.7449,-56
Alkane,Alkane,2,3,298.15,0.7135,-57
Alkane,Alkane,2,3,298.15,0.666,-63
Alkane,Alkane,2,3,298.15,0.6339,-65
Alkane,Alkane,2,3,298.15,0.5852,-66
Alkane,Alkane,2,3,298.15,0.5523,-66
Alkane,Alkane,2,3,298.15,0.5025,-65
Alkane,Alkane,2,3,298.15,0.4688,-64
Alkane,Alkane,2,3,298.15,0.4349,-62
Alkane,Alkane,2,3,298.15,0.3833,-58
Alkane,Alkane,2,3,298.15,0.3485,-54
Alkane,Alkane,2,3,298.15,0.3133,-50
Alkane,Alkane,2,3,298.15,0.2778,-47
Alkane,Alkane,2,3,298.15,0.2239,-40
Alkane,Alkane,2,3,298.15,0.1876,-34
Alkane,Alkane,2,3,298.15,0.1508,-29
Alkane,Alkane,2,3,298.15,0.1137,-22
Alkane,Alkane,2,3,298.15,0.0762,-15
Alkane,Alkane,1,4,306.5,0,0
Alkane,Alkane,1,4,306.5,0.343,32.6
Alkane,Alkane,1,4,306.5,0.402,34.5
Alkane,Alkane,1,4,306.5,0.477,35.5
Alkane,Alkane,1,4,306.5,0.5,35.9
Alkane,Alkane,1,4,306.5,0.538,35.8
Alkane,Alkane,1,4,306.5,0.568,35
Alkane,Alkane,1,4,306.5,0.58,36.2
Alkane,Alkane,1,4,306.5,0.605,34.1
Alkane,Alkane,1,4,306.5,0.628,32.6
Alkane,Alkane,1,4,306.5,0.637,33.1
Alkane,Alkane,1,4,306.5,0.649,33.3
Alkane,Alkane,1,4,306.5,0.708,30.6
Alkane,Alkane,1,4,306.5,0.751,27.3
Alkane,Alkane,1,4,306.5,0.786,24.4
Alkane,Alkane,1,4,306.5,1,0
Alkane,Alkane,1,5,318.5,0,0
Alkane,Alkane,1,5,318.5,0.303,59.1
Alkane,Alkane,1,5,318.5,0.352,61.6
Alkane,Alkane,1,5,318.5,0.413,66.6
Alkane,Alkane,1,5,318.5,0.447,66.1
Alkane,Alkane,1,5,318.5,0.465,67.9
Alkane,Alkane,1,5,318.5,0.504,67
Alkane,Alkane,1,5,318.5,0.525,67.6
Alkane,Alkane,1,5,318.5,0.588,64.6
Alkane,Alkane,1,5,318.5,0.63,62.8
Alkane,Alkane,1,5,318.5,0.688,56.7
Alkane,Alkane,1,5,318.5,1,0
Alkane,Alkane,1,4,328.7,0,0
Alkane,Alkane,1,4,328.7,0.357,28.6
Alkane,Alkane,1,4,328.7,0.422,30.4
Alkane,Alkane,1,4,328.7,0.475,30.6
Alkane,Alkane,1,4,328.7,0.498,30
Alkane,Alkane,1,4,328.7,0.5,30.5
Alkane,Alkane,1,4,328.7,0.557,30.4
Alkane,Alkane,1,4,328.7,0.578,29.2
Alkane,Alkane,1,4,328.7,0.58,30
Alkane,Alkane,1,4,328.7,0.617,28.3
Alkane,Alkane,1,4,328.7,0.62,28.5
Alkane,Alkane,1,4,328.7,0.653,28.1
Alkane,Alkane,1,4,328.7,0.659,26.3
Alkane,Alkane,1,4,328.7,0.676,27.4
Alkane,Alkane,1,4,328.7,0.709,26.2
Alkane,Alkane,1,4,328.7,0.743,22.2
Alkane,Alkane,1,4,328.7,0.799,19.7
Alkane,Alkane,1,4,328.7,1,0
Alkane,Alkane,1,6,343.2,0,0
Alkane,Alkane,1,6,343.2,0.304,83.7
Alkane,Alkane,1,6,343.2,0.355,91.4
Alkane,Alkane,1,6,343.2,0.421,94.2
Alkane,Alkane,1,6,343.2,0.456,99.3
Alkane,Alkane,1,6,343.2,0.478,96.8
Alkane,Alkane,1,6,343.2,0.5,97.7
Alkane,Alkane,1,6,343.2,0.533,98.2
Alkane,Alkane,1,6,343.2,0.595,94.3
Alkane,Alkane,1,6,343.2,0.684,82.4
Alkane,Alkane,1,6,343.2,0.75,72.3
Alkane,Alkane,1,6,343.2,0.822,56.3
Alkane,Alkane,1,6,343.2,1,0
Alkane,Alkane,1,6,363.2,0,0
Alkane,Alkane,1,6,363.2,0.294,70.7
Alkane,Alkane,1,6,363.2,0.35,74.6
Alkane,Alkane,1,6,363.2,0.401,80
Alkane,Alkane,1,6,363.2,0.5,82.2
Alkane,Alkane,1,6,363.2,0.521,82.1
Alkane,Alkane,1,6,363.2,0.556,79.4
Alkane,Alkane,1,6,363.2,0.63,77
Alkane,Alkane,1,6,363.2,0.675,71.4
Alkane,Alkane,1,6,363.2,0.73,63.2
Alkane,Alkane,1,6,363.2,0.784,54.8
Alkane,Alkane,1,6,363.2,1,0
Alkane,Alkane,1,5,383.4,0,0
Alkane,Alkane,1,5,383.4,0.278,28.9
Alkane,Alkane,1,5,383.4,0.339,33.8
Alkane,Alkane,1,5,383.4,0.382,36.3
Alkane,Alkane,1,5,383.4,0.47,37.8
Alkane,Alkane,1,5,383.4,0.5,37.2
Alkane,Alkane,1,5,383.4,0.51,37.6
Alkane,Alkane,1,5,383.4,0.526,36.3
Alkane,Alkane,1,5,383.4,0.624,35.6
Alkane,Alkane,1,5,383.4,0.658,32.3
Alkane,Alkane,1,5,383.4,0.708,30.8
Alkane,Alkane,1,5,383.4,1,0
Alkane,Alkane,1,6,389.2,0,0
Alkane,Alkane,1,6,389.2,0.348,52.1
Alkane,Alkane,1,6,389.2,0.351,60.6
Alkane,Alkane,1,6,389.2,0.423,67.3
Alkane,Alkane,1,6,389.2,0.428,64.2
Alkane,Alkane,1,6,389.2,0.465,67.9
Alkane,Alkane,1,6,389.2,0.470,65.5
Alkane,Alkane,1,6,389.2,0.5,65.3
Alkane,Alkane,1,6,389.2,0.517,66.1
Alkane,Alkane,1,6,389.2,0.522,64.3
Alkane,Alkane,1,6,389.2,0.580,63.2
Alkane,Alkane,1,6,389.2,0.613,59.2
Alkane,Alkane,1,6,389.2,0.625,60.2
Alkane,Alkane,1,6,389.2,0.676,58.6
Alkane,Alkane,1,6,389.2,0.729,52.5
Alkane,Alkane,1,6,389.2,0.783,45.0
Alkane,Alkane,1,6,389.2,1,0
Alkane,Alkane,1,7,390.2,0,0
Alkane,Alkane,1,7,390.2,0.5,104.3
Alkane,Alkane,1,7,390.2,0.533,105.0
Alkane,Alkane,1,7,390.2,0.572,103.0
Alkane,Alkane,1,7,390.2,0.609,100.3
Alkane,Alkane,1,7,390.2,0.638,94.4
Alkane,Alkane,1,7,390.2,0.685,90.4
Alkane,Alkane,1,7,390.2,0.764,74.8
Alkane,Alkane,1,7,390.2,0.842,55.0
Alkane,Alkane,1,7,390.2,1,0
Alkane,Alkane,1,5,403.5,0,0
Alkane,Alkane,1,5,403.5,0.292,25.8
Alkane,Alkane,1,5,403.5,0.343,30.3
Alkane,Alkane,1,5,403.5,0.39,31.3
Alkane,Alkane,1,5,403.5,0.471,31.1
Alkane,Alkane,1,5,403.5,0.496,31.8
Alkane,Alkane,1,5,403.5,0.517,33.4
Alkane,Alkane,1,5,403.5,0.57,31.1
Alkane,Alkane,1,5,403.5,0.688,28.4
Alkane,Alkane,1,5,403.5,1,0
Alkane,Alkane,1,7,408.2,0,0
Alkane,Alkane,1,7,408.2,0.394,88.6
Alkane,Alkane,1,7,408.2,0.438,95.4
Alkane,Alkane,1,7,408.2,0.485,89.2
Alkane,Alkane,1,7,408.2,0.497,89.9
Alkane,Alkane,1,7,408.2,0.5,90
Alkane,Alkane,1,7,408.2,0.556,86.4
Alkane,Alkane,1,7,408.2,0.565,86.3
Alkane,Alkane,1,7,408.2,0.646,82.0
Alkane,Alkane,1,7,408.2,0.684,76.0
Alkane,Alkane,1,7,408.2,0.737,68.9
Alkane,Alkane,1,7,408.2,0.747,67.5
Alkane,Alkane,1,7,408.2,1,0
Alkane,Alkane,1,8,410.2,0,0
Alkane,Alkane,1,8,410.2,0.395,131.4
Alkane,Alkane,1,8,410.2,0.48,140.4
Alkane,Alkane,1,8,410.2,0.5,137.7
Alkane,Alkane,1,8,410.2,0.52,140.7
Alkane,Alkane,1,8,410.2,0.596,136.3
Alkane,Alkane,1,8,410.2,0.601,132.2
Alkane,Alkane,1,8,410.2,0.602,136.4
Alkane,Alkane,1,8,410.2,0.678,120.5
Alkane,Alkane,1,8,410.2,0.745,99.9
Alkane,Alkane,1,8,410.2,0.796,84
Alkane,Alkane,1,8,410.2,1,0
Alkane,Alkane,1,7,413.3,0,0
Alkane,Alkane,1,7,413.3,0.330,79.1
Alkane,Alkane,1,7,413.3,0.381,81.4
Alkane,Alkane,1,7,413.3,0.414,81.3
Alkane,Alkane,1,7,413.3,0.465,84.6
Alkane,Alkane,1,7,413.3,0.489,86.6
Alkane,Alkane,1,7,413.3,0.5,86.4
Alkane,Alkane,1,7,413.3,0.542,86.8
Alkane,Alkane,1,7,413.3,0.571,82.5
Alkane,Alkane,1,7,413.3,0.606,84.8
Alkane,Alkane,1,7,413.3,0.658,74.5
Alkane,Alkane,1,7,413.3,0.81,55.6
Alkane,Alkane,1,7,413.3,1,0
Alkane,Alkane,1,8,418.3,0,0
Alkane,Alkane,1,8,418.3,0.38,118.1
Alkane,Alkane,1,8,418.3,0.432,126.1
Alkane,Alkane,1,8,418.3,0.457,128.3
Alkane,Alkane,1,8,418.3,0.483,126.8
Alkane,Alkane,1,8,418.3,0.5,127.5
Alkane,Alkane,1,8,418.3,0.541,126.6
Alkane,Alkane,1,8,418.3,0.59,122.8
Alkane,Alkane,1,8,418.3,0.624,122
Alkane,Alkane,1,8,418.3,0.63,118.1
Alkane,Alkane,1,8,418.3,0.707,103.8
Alkane,Alkane,1,8,418.3,0.715,104.7
Alkane,Alkane,1,8,418.3,1,0
Alkane,Primaryalcohol,6,4,288.15,0,0
Alkane,Primaryalcohol,6,4,288.15,0.05,250.35
Alkane,Primaryalcohol,6,4,288.15,0.15,375.7
Alkane,Primaryalcohol,6,4,288.15,0.25,434.8
Alkane,Primaryalcohol,6,4,288.15,0.35,450.3
Alkane,Primaryalcohol,6,4,288.15,0.45,427.6
Alkane,Primaryalcohol,6,4,288.15,0.55,376.6
Alkane,Primaryalcohol,6,4,288.15,0.65,309.10425
Alkane,Primaryalcohol,6,4,288.15,0.75,230.8875
Alkane,Primaryalcohol,6,4,288.15,0.85,145.5
Alkane,Primaryalcohol,6,4,288.15,0.95,56.0
Alkane,Primaryalcohol,6,4,288.15,1.00,0.0
Alkane,Primaryalcohol,7,6,288.15,0,0
Alkane,Primaryalcohol,7,6,288.15,0.05,254.88025
Alkane,Primaryalcohol,7,6,288.15,0.15,360.315
Alkane,Primaryalcohol,7,6,288.15,0.25,412.59375
Alkane,Primaryalcohol,7,6,288.15,0.35,432.2955
Alkane,Primaryalcohol,7,6,288.15,0.45,422.16075
Alkane,Primaryalcohol,7,6,288.15,0.55,375.43275
Alkane,Primaryalcohol,7,6,288.15,0.65,305.4415
Alkane,Primaryalcohol,7,6,288.15,0.75,224.1375
Alkane,Primaryalcohol,7,6,288.15,0.85,129.336
Alkane,Primaryalcohol,7,6,288.15,0.95,39.406
Alkane,Primaryalcohol,7,6,288.15,1.00,0
Alkane,Primaryalcohol,8,6,288.15,0.95,270.95425
Alkane,Primaryalcohol,8,6,288.15,0.85,387.63825
Alkane,Primaryalcohol,8,6,288.15,0.75,444.8625
Alkane,Primaryalcohol,8,6,288.15,0.65,467.8765
Alkane,Primaryalcohol,8,6,288.15,0.55,462.726
Alkane,Primaryalcohol,8,6,288.15,0.45,420.18075
Alkane,Primaryalcohol,8,6,288.15,0.35,348.00675
Alkane,Primaryalcohol,8,6,288.15,0.25,256.66875
Alkane,Primaryalcohol,8,6,288.15,0.15,154.1985
Alkane,Primaryalcohol,8,6,288.15,0.05,48.82525
Alkane,Primaryalcohol,6,8,288.15,0,0
Alkane,Primaryalcohol,6,8,288.15,0.05,222.95075
Alkane,Primaryalcohol,6,8,288.15,0.15,306.0255
Alkane,Primaryalcohol,6,8,288.15,0.25,340.5
Alkane,Primaryalcohol,6,8,288.15,0.35,352.73875
Alkane,Primaryalcohol,6,8,288.15,0.45,335.412
Alkane,Primaryalcohol,6,8,288.15,0.55,295.218
Alkane,Primaryalcohol,6,8,288.15,0.65,241.76425
Alkane,Primaryalcohol,6,8,288.15,0.75,173.38125
Alkane,Primaryalcohol,6,8,288.15,0.85,101.3115
Alkane,Primaryalcohol,6,8,288.15,0.95,29.26475
Alkane,Primaryalcohol,6,8,288.15,1.00,0
Alkane,Primaryalcohol,7,8,288.15,0.95,244.0835
Alkane,Primaryalcohol,7,8,288.15,0.85,337.37775
Alkane,Primaryalcohol,7,8,288.15,0.75,376.8375
Alkane,Primaryalcohol,7,8,288.15,0.65,391.59575
Alkane,Primaryalcohol,7,8,288.15,0.55,382.14
Alkane,Primaryalcohol,7,8,288.15,0.45,349.9155
Alkane,Primaryalcohol,7,8,288.15,0.35,290.99525
Alkane,Primaryalcohol,7,8,288.15,0.25,209.38125
Alkane,Primaryalcohol,7,8,288.15,0.15,116.95575
Alkane,Primaryalcohol,7,8,288.15,0.05,36.005
Alkane,Primaryalcohol,8,4,328.15,0.95,670.66675
Alkane,Primaryalcohol,8,4,328.15,0.95,1014.339
Alkane,Primaryalcohol,8,4,328.15,0.95,1141.125
Alkane,Primaryalcohol,8,4,328.15,0.95,1184.84275
Alkane,Primaryalcohol,8,4,328.15,0.95,1156.44375
Alkane,Primaryalcohol,8,4,328.15,0.95,1068.903
Alkane,Primaryalcohol,8,4,328.15,0.95,909.454
Alkane,Primaryalcohol,8,4,328.15,0.95,700.0125
Alkane,Primaryalcohol,8,4,328.15,0.95,451.33725
Alkane,Primaryalcohol,8,4,328.15,0.95,159.74725
Alkane,Primaryalcohol,9,4,288.15,0,0
Alkane,Primaryalcohol,9,4,288.15,0.05,696.8915
Alkane,Primaryalcohol,9,4,288.15,0.15,1130.88675
Alkane,Primaryalcohol,9,4,288.15,0.25,1207.44375
Alkane,Primaryalcohol,9,4,288.15,0.35,1255.36775
Alkane,Primaryalcohol,9,4,288.15,0.45,1231.83225
Alkane,Primaryalcohol,9,4,288.15,0.55,1143.4005
Alkane,Primaryalcohol,9,4,288.15,0.65,992.8555
Alkane,Primaryalcohol,9,4,288.15,0.75,780.65625
Alkane,Primaryalcohol,9,4,288.15,0.85,509.09475
Alkane,Primaryalcohol,9,4,288.15,0.95,182.70875
Alkane,Primaryalcohol,9,4,288.15,1.00,0
Alkane,Primaryalcohol,8,5,288.15,0,0
Alkane,Primaryalcohol,8,5,288.15,0.05,647.46775
Alkane,Primaryalcohol,8,5,288.15,0.15,977.45325
Alkane,Primaryalcohol,8,5,288.15,0.25,1076.15625
Alkane,Primaryalcohol,8,5,288.15,0.35,1106.49175
Alkane,Primaryalcohol,8,5,288.15,0.45,1076.922
Alkane,Primaryalcohol,8,5,288.15,0.55,988.4655
Alkane,Primaryalcohol,8,5,288.15,0.65,839.839
Alkane,Primaryalcohol,8,5,288.15,0.75,645.73125
Alkane,Primaryalcohol,8,5,288.15,0.85,411.48075
Alkane,Primaryalcohol,8,5,288.15,0.95,143.241
Alkane,Primaryalcohol,8,5,288.15,1.00,0
Alkane,Primaryalcohol,9,5,288.15,0,0
Alkane,Primaryalcohol,9,5,288.15,0.05,674.3195
Alkane,Primaryalcohol,9,5,288.15,0.15,1018.776
Alkane,Primaryalcohol,9,5,288.15,0.25,1136.75625
Alkane,Primaryalcohol,9,5,288.15,0.35,1195.558
Alkane,Primaryalcohol,9,5,288.15,0.45,1205.1765
Alkane,Primaryalcohol,9,5,288.15,0.55,1100.2365
Alkane,Primaryalcohol,9,5,288.15,0.65,931.99925
Alkane,Primaryalcohol,9,5,288.15,0.75,723.88125
Alkane,Primaryalcohol,9,5,288.15,0.85,467.9505
Alkane,Primaryalcohol,9,5,288.15,0.95,163.7135
Alkane,Primaryalcohol,9,5,288.15,1.00,0
Alkane,Primaryalcohol,12,5,288.15,0,0
Alkane,Primaryalcohol,12,5,288.15,0.05,735.94125
Alkane,Primaryalcohol,12,5,288.15,0.15,1164.279
Alkane,Primaryalcohol,12,5,288.15,0.25,1315.8
Alkane,Primaryalcohol,12,5,288.15,0.35,1369.84575
Alkane,Primaryalcohol,12,5,288.15,0.45,1350.1125
Alkane,Primaryalcohol,12,5,288.15,0.55,1273.26375
Alkane,Primaryalcohol,12,5,288.15,0.65,1120.86975
Alkane,Primaryalcohol,12,5,288.15,0.75,896.19375
Alkane,Primaryalcohol,12,5,288.15,0.85,600.0405
Alkane,Primaryalcohol,12,5,288.15,0.95,220.666
Alkane,Primaryalcohol,12,5,288.15,1.00,0
Alkane,Primaryalcohol,8,6,328.15,0.95,625.93125
Alkane,Primaryalcohol,8,6,328.15,0.85,917.898
Alkane,Primaryalcohol,8,6,328.15,0.75,1011.84375
Alkane,Primaryalcohol,8,6,328.15,0.65,1030.05175
Alkane,Primaryalcohol,8,6,328.15,0.55,992.97
Alkane,Primaryalcohol,8,6,328.15,0.45,904.1175
Alkane,Primaryalcohol,8,6,328.15,0.35,764.14975
Alkane,Primaryalcohol,8,6,328.15,0.25,586.35
Alkane,Primaryalcohol,8,6,328.15,0.15,371.484
Alkane,Primaryalcohol,8,6,328.15,0.05,128.15975
Alkane,Primaryalcohol,7,8,328,0.95,522.56175
Alkane,Primaryalcohol,7,8,328,0.95,787.88625
Alkane,Primaryalcohol,7,8,328,0.95,854.53125
Alkane,Primaryalcohol,7,8,328,0.95,852.761
Alkane,Primaryalcohol,7,8,328,0.95,802.4445
Alkane,Primaryalcohol,7,8,328,0.95,714.8295
Alkane,Primaryalcohol,7,8,328,0.95,595.504
Alkane,Primaryalcohol,7,8,328,0.95,450.1125
Alkane,Primaryalcohol,7,8,328,0.95,280.6275
Alkane,Primaryalcohol,7,8,328,0.95,94.8385
Alkane,Primaryalcohol,7,8,328,1.00,0
Alkane,Primaryalcohol,8,8,328.15,0.95,594.63825
Alkane,Primaryalcohol,8,8,328.15,0.85,853.6635
Alkane,Primaryalcohol,8,8,328.15,0.75,917.5875
Alkane,Primaryalcohol,8,8,328.15,0.65,917.57575
Alkane,Primaryalcohol,8,8,328.15,0.55,873.2295
Alkane,Primaryalcohol,8,8,328.15,0.45,786.7035
Alkane,Primaryalcohol,8,8,328.15,0.35,663.0715
Alkane,Primaryalcohol,8,8,328.15,0.25,506.79375
Alkane,Primaryalcohol,8,8,328.15,0.15,319.9995
Alkane,Primaryalcohol,8,8,328.15,0.05,111.0835
Alkane,Primaryalcohol,9,8,288.15,0,0
Alkane,Primaryalcohol,9,8,288.15,0.05,592.306
Alkane,Primaryalcohol,9,8,288.15,0.15,885.11775
Alkane,Primaryalcohol,9,8,288.15,0.25,965.56875
Alkane,Primaryalcohol,9,8,288.15,0.35,977.36275
